"AD_Org_ID[Name]","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZReplacementUnitStandard_ID[ZZSaqaUnitStandardCode]","ZZQualityAssuranceBody","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrationCode/K",_LOG_
*,"",Support an underground workplace with support straps,"2",6,2004-08-09 00:00:00.000,2007-08-09 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,Mnh-G111,4091,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004090] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004090] / "
*,"",Interpersonal Interaction Reporting Housekeeping Lock out Permission to Work,,1,2005-07-04 00:00:00.000,2008-07-04 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,GLG-G001,4092,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004091] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004091] / "
*,"",Select Examine Trans[port Use and Core for Tools,,1,2005-04-07 00:00:00.000,2008-04-07 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,GLG-g002,4093,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004092] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004092] / "
*,"",Examining and Wearing PPE,,1,2005-04-07 00:00:00.000,2008-04-07 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,GLG-G003,4094,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004093] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004093] / "
*,"",Taking action to avoid critical hazards,,1,2005-04-07 00:00:00.000,2008-04-07 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,glg-g004,4095,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004094] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004094] / "
*,"",Maintain Auto-electrical systems - Diesel,"3",3,2005-04-11 00:00:00.000,2008-04-11 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,OUT680,4096,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004095] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004095] / "
*,"",Maintain and repair fuel systems,"3",9,2005-04-11 00:00:00.000,2008-04-11 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,OUT681,4097,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004096] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004096] / "
*,"",Support an underground workplace by means of a hydraulic roofbolter.,"3",5,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,mnH-g121,4098,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004097] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004097] / "
*,"",Drill holes by means of an electro hydraulic long hole drill rig in an underground workplace,"3",8,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G125,4099,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004098] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004098] / "
*,"",Charge shot holes with Bulk Explosives. ,"3",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G129,4100,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004099] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004099] / "
*,"",Transport explosives and accessories by means of a Self Propelled mobile machine.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G130,4101,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004100] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004100] / "
*,"",Take charge of and drive a non-articulating vehicle underground.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G133,4102,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004101] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004101] / "
*,"",Take charge of and drive an articulating vehicle underground.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G134,4103,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004102] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004102] / "
*,"","Receive, store and issue explosives and accessories at an underground workplace","2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G200,4104,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004103] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004103] / "
*,"",Time a blasting round or circuit in a developing end where conventional fuses are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G202,4105,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004104] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004104] / "
*,"",Time a blasting round or circuit in a developing end where shock tubes are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G206,4106,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004105] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004105] / "
*,"",Time a blasting round or circuit on a stope face where electric/electronic delay detonators are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G203,4107,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004106] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004106] / "
*,"",Time a blasting round or circuit in a developing end where electric/electronic delay detonators are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G204,4108,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004107] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004107] / "
*,"",Time a blasting round or circuit on a stope face where shock tubes are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G205,4109,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004108] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004108] / "
*,"",Time a blasting round or circuit on a stope face where conventional fuses are used,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-G201,4110,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004109] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004109] / "
*,"",Lift and move a load using mechanical lifting equipment (version 2),"3",7,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G522,4111,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004110] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004110] / "
*,"",Replace an in-line ventilation fan in an underground environment (version 2),"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,EnM-G526,4112,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004111] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004111] / "
*,"",Shut down a winding plant,"3",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-Wed171,4113,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004112] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004112] / "
*,"",Load long material into a shaft conveyance,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MnH-Ons104,4114,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004113] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004113] / "
*,"","Perform gravity concerntration in a metallurgical plant (Replaces, 110195)","2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G359,4115,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004114] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004114] / "
*,"",Off-load and alkali into a storage facility,"2",6,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-g373,4116,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004115] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004115] / "
*,"",wash material by means of a rotary scrubber,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G059,4117,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004116] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004116] / "
*,"",Off-load pulp from a tanker into a storage facility,"2",2,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G074,4118,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004117] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004117] / "
*,"",Remove airborne pollutants by means of a scrubber,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G183,4119,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004118] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004118] / "
*,Met-g187,Determine relative density by means of a density scale,"2",3,2008-05-20 00:00:00.000,2011-05-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G187,4120,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004119] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004119] / "
*,"",Generate compressed air.,"2",3,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,MeT-G188,4121,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004120] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004120] / "
*,"",Wedge battery boxes,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,WB        ,4122,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004121] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004121] / "
*,VAL,Maintain valves,,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,VAL,4123,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004122] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004122] / "
*,up-t,Convert units and prefixes,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,UP-T      ,4124,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004123] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004123] / "
*,ul,Check and use ladders,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,UL        ,4125,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004124] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004124] / "
*,TS,Identify threads,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TS        ,4126,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004125] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004125] / "
*,trs,Drill and tap holes,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TRS       ,4127,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004126] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004126] / "
*,"",Take oil samples,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TOS       ,4128,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004127] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004127] / "
*,"",Make a template,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TM-1      ,4129,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004128] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004128] / "
*,TIG,Use TIG welding equipment,,0,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TIG       ,4130,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004129] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004129] / "
*,TI-1,Use and maintain Electrical test Instruments,,4,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TI-1      ,4131,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004130] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004130] / "
*,THT,Take hydrometer tests on batteries,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,THT       ,4132,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004131] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004131] / "
*,tc,Cut a thread with stock and dies,,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,TC        ,4133,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004132] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004132] / "
*,ST,Safety,,3,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,ST        ,4134,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004133] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004133] / "
*,SPG-2    ,Fit seals and packing,,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SPG-2     ,4135,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004134] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004134] / "
*,spg-1,Cut and fit gaskets,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SPG-1     ,4136,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004135] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004135] / "
*,SP-T,Single phase motor theory,,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SP-T      ,4137,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004136] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004136] / "
*,"",Connect a single phase motor to reversing contactors,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SP-3      ,4138,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004137] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004137] / "
*,"",Connect a single phase motor to a rotary switch,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SP-2      ,4139,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004138] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004138] / "
*,sp-1,Connect a flexible cord to a motor,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SP-1      ,4140,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004139] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004139] / "
*,"",Test and identify faults in a starter motor,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SM        ,4141,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004140] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004140] / "
*,sd-t,Star and delta connections,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,SD-T      ,4142,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004141] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004141] / "
*,RSW,Maintain and repair steelwork,"2",1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,RSW       ,4143,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004142] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004142] / "
*,RRC,"Remove, replace and line up a coupling",,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,RRC       ,4144,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004143] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004143] / "
*,"",Replace battery cells,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,RR        ,4145,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004144] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004144] / "
*,"",Do basic rigging,,0,2008-11-28 17:10:04.000,2011-11-28 17:10:04.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,RIG       ,4146,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004145] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004145] / "
*,rec,Recognise general hazards,,1,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,REC       ,4147,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004146] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004146] / "
*,rdc-e,Replace defective components,,2,2008-11-28 00:00:00.000,2011-11-28 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,,,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,RDC-E     ,4148,"<ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004147] / <ZZUnitStandard>: Inserted GenericPO[Table=1000254ID=1004147] / "
