"ZZOfoYear_ID[ZZOfoYear]","Value","Name","ZZMigrationCode","ZZOfoLevelType","IsSummary"
2023,"2021-653304",Diesel Fitter,3111,,N
2023,"2021-653305",Small Engine Mechanic,3112,,N
2023,"2021-653306",Diesel Mechanic,3113,,N
2023,"2021-653307",Heavy Equipment Mechanic,3114,,N
2023,"2021-653308",Tractor Mechanic,3115,,N
2023,"2021-653309",Forklift Mechanic,3116,,N
2023,"2021-653310",Lubrication Equipment Mechanic,3117,,N
2023,"2021-653401",Bicycle Mechanic,3118,,N
2023,"2021-653402",Non-motorised Transport Equipment Repairer,3119,,N
2023,"2021-661101",Precision Instrument Maker and Repairer,3120,,N
2023,"2021-661102",Watch and Clock Maker and Repairer,3121,,N
2023,"2021-661103",Scale Fitter,3122,,N
2023,"2021-661201",Musical Instrument Maker or Repairer,3123,,N
2023,"2021-661301",Goldsmith,3124,,N
2023,"2021-661302",Diamond and Gemstone Setter,3125,,N
2023,"2021-661303",Jewellery Evaluator,3126,,N
2023,"2021-661304",Diamond Sorter and Evaluator,3127,,N
2023,"2021-661401",Potter or Ceramic Artist,3128,,N
2023,"2021-661501",Glass Maker,3129,,N
2023,"2021-661502",Optical Mechanic,3130,,N
2023,"2021-661601",Signwriter,3131,,N
2023,"2021-661602",Engraver,3132,,N
2023,"2021-661701","Basket, Cane and Wicker Worker",3133,,N
2023,"2021-661702",Carver,3134,,N
2023,"2021-661703",Cane Furniture Maker,3135,,N
2023,"2021-661801","Textile, Leather and Related Materials Handicraft Workers",3136,,N
2023,"2021-661901",Metal Toymaker,3137,,N
2023,"2021-662101",Electronic Pre-press,3138,,N
2023,"2021-662104",Electronic Originator,3139,,N
2023,"2021-662105",Gravure Cylinder Preparation Technician,3140,,N
2023,"2021-662106",Process Engraver,3141,,N
2023,"2021-662107",Printing Plate Maker,3142,,N
2023,"2021-662201",Printing Machinist,3143,,N
2023,"2021-662202",Small Offset Lithography Operator,3144,,N
2023,"2021-662203",Screen Printer,3145,,N
2023,"2021-662204",Paper Sheetfed Offset Lithography Technician,3146,,N
2023,"2021-662205",Metal Sheetfed Offset Lithography Technician,3147,,N
2023,"2021-662206",Continuous Stationery Printing Machine Technician,3148,,N
2023,"2021-662207",Monoblock Offset Machine Technician,3149,,N
2023,"2021-662208",Roll Label Machine Technician,3150,,N
2023,"2021-662209",Gravure Printing Technician,3151,,N
2023,"2021-662210",Heatset Rotary Offset Lithography Technician,3152,,N
2023,"2021-662211",Coldset Rotary Offset Lithographic Printing Technician (Coldset),3153,,N
2023,"2021-662212",Rotary Printing and Re-reeling Flexographic Machine Technician,3154,,N
2023,"2021-662213",Rotary Printing and Re-reeling Gravure Machine Technician,3155,,N
2023,"2021-662215",Stationery Machine Technician,3156,,N
2023,"2021-662216",Commercial Digital Printer,3157,,N
2023,"2021-662301",Mechanized soft-cover bookbinding technician,3158,,N
2023,"2021-662303",Mechanised Bookbinding Technician,3159,,N
2023,"2021-662304",Craft Bookbinding Technician,3160,,N
2023,"2021-662305",Mechanised Hard-cover Bookbinding Technician,3161,,N
2023,"2021-662307",Folding Machine Operator (Paper Products),3162,,N
2023,"2021-662308",Saddle Stitch Machine Operator,3163,,N
2023,"2021-662309",Adhesive Binding Machine Operator,3164,,N
2023,"2021-662310",Book Sewing Machine Operator,3165,,N
2023,"2021-662311",Gathering Machine Operator,3166,,N
2023,"2021-662312",Commercial Mailing Machine Operator,3167,,N
2023,"2021-662313",Newspaper and Magazine Mailroom Machine Operator,3168,,N
2023,"2021-662314",Envelope Manufacturing Machine Operator,3169,,N
2023,"2021-662315",Coating Machine Operator,3170,,N
2023,"2021-662316",Foiling Machine Operator,3171,,N
2023,"2021-662317",Roll Label Rewind Machine Operator,3172,,N
2023,"2021-671101",Electrician,3173,,N
2023,"2021-671102",Electrical Installation Inspector,3174,,N
2023,"2021-671202",Millwright,3175,,N
2023,"2021-671203",Mechatronics Technician,3176,,N
2023,"2021-671204",Lift Mechanic,3177,,N
2023,"2021-671205",Weapon Systems Mechanic,3178,,N
2023,"2021-671206",Electrical Equipment Mechanic,3179,,N
2023,"2021-671207",Armature Winder,3180,,N
2023,"2021-671208",Transportation Electrician,3181,,N
2023,"2021-671301",Electrical Line Mechanic,3182,,N
2023,"2021-671302",Cable Jointer,3183,,N
2023,"2021-672101",Avionics Mechanician,3184,,N
2023,"2021-672102",Radar Mechanic,3185,,N
2023,"2021-672103",Business Machine Mechanic,3186,,N
2023,"2021-672104",Electronic Equipment Mechanician,3187,,N
2023,"2021-672105",Instrument Mechanician,3188,,N
2023,"2021-672107",Special Class Electrician,3189,,N
2023,"2021-672108",Radiotrician,3190,,N
2023,"2021-672201",Data and Telecommunications Cabler,3191,,N
2023,"2021-672202",Telecommunications Cable Jointer,3192,,N
2023,"2021-672203",Computer Engineering Mechanic / Service Person,3193,,N
2023,"2021-672204",Telecommunications Line Mechanic,3194,,N
2023,"2021-672205",Telecommunications Technician,3195,,N
2023,"2021-672206",Communications Operator,3196,,N
2023,"2021-681101",Slaughterer,3197,,N
2023,"2021-681102",Red Meat De-boner,3198,,N
2023,"2021-681103",Butcher,3199,,N
2023,"2021-681104",Fishmonger,3200,,N
2023,"2021-681105",Poultry Slaughterer,3201,,N
2023,"2021-681201",Confectionary Baker,3202,,N
2023,"2021-681202",Pastry Cook,3203,,N
2023,"2021-681203",Confectionery Maker,3204,,N
2023,"2021-681301",Dairyman,3205,,N
2023,"2021-681401",Fruit or Vegetable Preserver,3206,,N
2023,"2021-681402",Oil Expeller,3207,,N
2023,"2021-681403",Jam Maker,3208,,N
2023,"2021-681501",Cheese Grader / Tester,3209,,N
2023,"2021-681502",Food Taster / Grader,3210,,N
2023,"2021-681503",Tea Taster / Grader,3211,,N
2023,"2021-681504",Wine Taster / Grader,3212,,N
2023,"2021-681505",Fruit and Vegetable Grader / Classer,3213,,N
2023,"2021-681506",Livestock Product Analyst,3214,,N
2023,"2021-681601",Cigar Maker,3215,,N
2023,"2021-681602",Green Tobacco Storage Controller / Manager,3216,,N
2023,"2021-681603",Tobacco Processing Machine Operator,3217,,N
2023,"2021-682101",Wood Preparer and Treater,3218,,N
2023,"2021-682102",Plywood and Veneer Maker and Repairer,3219,,N
2023,"2021-682201",Cabinet Maker,3220,,N
2023,"2021-682203",Wood Model Maker,3221,,N
2023,"2021-682301",Furniture Finisher,3222,,N
2023,"2021-682302",Picture Framer,3223,,N
2023,"2021-682303",Wood Machinist,3224,,N
2023,"2021-682304",Wood Turner,3225,,N
2023,"2021-682305",Cooper,3226,,N
2023,"2021-683101",Tailor,3227,,N
2023,"2021-683102",Furrier,3228,,N
2023,"2021-683103",Hat Maker,3229,,N
2023,"2021-683104",Wig Maker,3230,,N
2023,"2021-683201","Clothing, Home Textiles and General Goods Cutter",3231,,N
2023,"2021-683202",Apparel and related pattern maker,3232,,N
2023,"2021-683301",Canvas Goods Maker,3233,,N
2023,"2021-683302",Sail Maker,3234,,N
2023,"2021-683303",Textile Produce Mender and Embroiderer,3235,,N
2023,"2021-683401",Upholsterer,3236,,N
2023,"2021-683402",Bed Maker,3237,,N
2023,"2021-683501",Fellmonger,3238,,N
2023,"2021-683502",Tanner,3239,,N
2023,"2021-683503",Pelt Grader,3240,,N
2023,"2021-683601",Shoemaker,3241,,N
2023,"2021-684101",Diver,3242,,N
2023,"2021-684201", Mining Blaster,3243,,N
2023,"2021-684202",Blaster,3244,,N
2023,"2021-684301",Crop Produce Analyst,3245,,N
2023,"2021-684302",Tobacco Grader,3246,,N
2023,"2021-684303",Cotton Grader,3247,,N
2023,"2021-684304",Wool Classer / Grader,3248,,N
2023,"2021-684305",Quality Controller (Manufacturing),3249,,N
2023,"2021-684401",Pest or Weed Controller,3250,,N
2023,"2021-684901","Textile, Clothing, Footwear and Leather Processing Machine Mechanic",3251,,N
2023,"2021-684902",Farrier,3252,,N
2023,"2021-684904",Panelbeater,3253,,N
2023,"2021-684905",Vehicle Body Builder,3254,,N
2023,"2021-684906",Vehicle Trimmer,3255,,N
2023,"2021-684907",Boatbuilder and Repairer,3256,,N
2023,"2021-684908",Shipwright,3257,,N
2023,"2021-684909",Survival Equipment Fitter,3258,,N
2023,"2021-684910",Ammunition Fitter,3259,,N
2023,"2021-684911",Florist,3260,,N
2023,"2021-684912",Photographer's Assistant,3261,,N
2023,"2021-684913",Melter,3262,,N
2023,"2021-684914",Textile Machine Mechanic,3263,,N
2023,"2021-711101",Mining Operator,3264,,N
2023,"2021-711102",Shotcreter,3265,,N
2023,"2021-711201",Mineral Processing Plant Operator,3266,,N
2023,"2021-711202",Jewellery Processing and Finishing Machine Operator,3267,,N
2023,"2021-711203",Diamond Cutter and Polisher,3268,,N
2023,"2021-711204",Gemstone Cutter,3269,,N
2023,"2021-711205",Gemstone Machine Operator,3270,,N
2023,"2021-711301",Driller,3271,,N
2023,"2021-711302",Rock Drill Operator,3272,,N
2023,"2021-711401",Concrete Products Machine Operator,3273,,N
2023,"2021-711402","Glass, Clay and Stone Manufacturing Machine Setter and Minder",3274,,N
2023,"2021-711403",Plaster Machine Operator,3275,,N
2023,"2021-711404",Cement Production Plant Operator,3276,,N
2023,"2021-711405",Concrete Batching Plant Operator,3277,,N
2023,"2021-711406",Industrial Diamond Polishing Machine Operator,3278,,N
2023,"2021-712101",Metal Processing Plant Operator,3279,,N
2023,"2021-712102",Metal Manufacturing Machine Setter and Minder,3280,,N
2023,"2021-712103",Abrasive Wheel Maker,3281,,N
2023,"2021-712104",Brake Lining Maker,3282,,N
2023,"2021-712201",Electroplater,3283,,N
2023,"2021-713101",Chemical Production Machine Operator,3284,,N
2023,"2021-713201",Photographic Developer and Printer,3285,,N
2023,"2021-714101",Rubber Production Machine Operator,3286,,N
2023,"2021-714102",Rubber Manufacturing Machine Setter and Minder,3287,,N
2023,"2021-714201",Plastic Cablemaking Machine Operator,3288,,N
2023,"2021-714202",Plastic Compounding and Reclamation Machine Operator,3289,,N
2023,"2021-714203",Plastics Fabricator or Welder,3290,,N
2023,"2021-714204",Plastics Production Machine Operator (General),3291,,N
2023,"2021-714205",Reinforced Plastic and Composite Production Worker,3292,,N
2023,"2021-714206",Rotational Moulding Operator (Plastics),3293,,N
2023,"2021-714207",Thermoforming Machine Operator,3294,,N
2023,"2021-714208",Plastics Manufacturing Machine Minder,3295,,N
2023,"2021-714209",Reinforced Plastics and Composite Trades Worker,3296,,N
2023,"2021-714301",Paper Products Machine Operator,3297,,N
2023,"2021-715101",Fibre Preparation Production Machine Operator,3298,,N
2023,"2021-715102",Yarn Production Machine Operator,3299,,N
2023,"2021-715103",Man-made Fibre Production Machine Operator,3300,,N
2023,"2021-715201",Weaving Machine Operator,3301,,N
2023,"2021-715202",Warping Machine Operator,3302,,N
2023,"2021-715203",Braiding Machine Operator,3303,,N
2023,"2021-715204",Knitting Machine Operator,3304,,N
2023,"2021-715205",Non-woven Machine Operator,3305,,N
2023,"2021-715206",Textile Dry Finishing Machine Operator,3306,,N
2023,"2021-715301",Sewing Machine Operator,3307,,N
2023,"2021-715302","Clothing, Textile and Leather Goods Production Operator",3308,,N
2023,"2021-715401",Textile Wet Process Production Operator,3309,,N
2023,"2021-715501",Leather Processing Machine Operator,3310,,N
2023,"2021-715601",Footwear Cutting Production Machine Operator,3311,,N
2023,"2021-715602",Footwear Closing Production Machine Operator,3312,,N
2023,"2021-715603",Footwear Bottom Stock Production Machine Operator,3313,,N
2023,"2021-715604",Footwear Lasting Production Machine Operator,3314,,N
2023,"2021-715605",Footwear Finishing Production Machine Operator,3315,,N
2023,"2021-715701",Laundry and Dry Cleaning Machine Operator,3316,,N
2023,"2021-715901",Textile and Footwear Manufacturing Machine Minder,3317,,N
2023,"2021-716101",Fruit and Vegetable Processing Machine Operator,3318,,N
2023,"2021-716102",Distillery Process Machine Operator,3319,,N
2023,"2021-716103",Juice Extraction and Blending Process Machine Operator,3320,,N
2023,"2021-716104",Dairy Products Machine Operator,3321,,N
2023,"2021-716105",Bakery and Confectionary Products Machine Operator,3322,,N
2023,"2021-716106",Sugar Processing Machine Operator,3323,,N
2023,"2021-716107",Coffee and Tea Processing Machine Operator,3324,,N
2023,"2021-716108",Seed Processing Machine Operator,3325,,N
2023,"2021-716109",Milling Process Machine Operator,3326,,N
2023,"2021-716110",Tobacco Product Processing Machine Operator,3327,,N
2023,"2021-716111",Meat Processing Machine Operator,3328,,N
2023,"2021-716112",Seafood Processing Machine Operator,3329,,N
2023,"2021-716113",Grain Handling Operator,3330,,N
2023,"2021-716114",Sparkling Soft drink process machine operator,3331,,N
2023,"2021-716115",Wine processing machine operator,3332,,N
2023,"2021-716116","Cereals, snacks, pasta and condiments machine process operator",3333,,N
2023,"2021-716117",Brew house Process Machine Operator,3334,,N
2023,"2021-716118",Food and Beverage Process Operator,3335,,N
2023,"2021-717101",Wood and Paper Manufacturing Machine Minder,3336,,N
2023,"2021-717102",Paper and Pulp Mill Operator,3337,,N
2023,"2021-717201",Wood Processing Machine Operator,3338,,N
2023,"2021-718101",Clay Production Machine Operator,3339,,N
2023,"2021-718102",Glass Production Machine Operator,3340,,N
2023,"2021-718201",Boiler or Engine Operator,3341,,N
2023,"2021-718301",Labelling Machine Operator,3342,,N
2023,"2021-718302",Packing Machine Operator,3343,,N
2023,"2021-718303",Filling Line Operator,3344,,N
2023,"2021-718304",Packaging Manufacturing Machine Minder,3345,,N
2023,"2021-718901",Silicon Chip Production Machine Operator,3346,,N
2023,"2021-718902",Cable and Rope Splicing Machine Operator,3347,,N
2023,"2021-718903",Cable Manufacturing Machine Minder,3348,,N
2023,"2021-718904",Integrated Manufacturing Line Machine Setter,3349,,N
2023,"2021-718905",Engineering Production Systems Worker,3350,,N
2023,"2021-718906",Bulk Materials Handling Plant Operator,3351,,N
2023,"2021-718907",Weighbridge Operator,3352,,N
2023,"2021-718908",Car Compactor Operator,3353,,N
2023,"2021-718909",Lighthouse Keeper,3354,,N
2023,"2021-718910",Lock Master (Water Transport),3355,,N
2023,"2021-718911",Snow Maker,3356,,N
2023,"2021-718912",Wash Plant Operator,3357,,N
2023,"2021-718913",Motion Picture Projectionist,3358,,N
2023,"2021-718914",Sand Blaster,3359,,N
2023,"2021-718915",Venetian Blind Machine Operator,3360,,N
2023,"2021-721101",Machinery Assembler,3361,,N
2023,"2021-721201",Electrical and Electronic Equipment Assembler,3362,,N
2023,"2021-721901",Product Assembler,3363,,N
2023,"2021-731101",Train Driver,3364,,N
2023,"2021-731102",Tram Driver,3365,,N
2023,"2021-731201",Railway Signal Operator,3366,,N
2023,"2021-731202",Train Controller,3367,,N
2023,"2021-732101",Delivery Driver,3368,,N
2023,"2021-732102",Delivery Driver (Motorcycle),3369,,N
2023,"2021-732201",Chauffeur,3370,,N
2023,"2021-732202",Taxi Driver,3371,,N
2023,"2021-732203",Emergency Vehicle Drivers,3372,,N
2023,"2021-732204",Oversize Load Pilot / Escort,3373,,N
2023,"2021-733101",Bus Driver,3374,,N
2023,"2021-733102",Charter and Tour Bus Driver,3375,,N
2023,"2021-733103",Passenger Coach Driver,3376,,N
2023,"2021-733201",Truck Driver (General),3377,,N
2023,"2021-733202",Aircraft Refueller,3378,,N
2023,"2021-733203",Furniture Removalist,3379,,N
2023,"2021-733204",Tanker Driver,3380,,N
2023,"2021-733205",Tow Truck Driver,3381,,N
2023,"2021-733206",Armoured Personnel Carrier Operator,3382,,N
2023,"2021-733207",Snow Groomer,3383,,N
2023,"2021-733208",Mobile Mining Equipment Operator,3384,,N
2023,"2021-733209",Linemarker,3385,,N
2023,"2021-733210",Road Construction Plant Operator,3386,,N
2023,"2021-733211",Remotely Operated Vehicle (ROV) Pilot,3387,,N
2023,"2021-734101",Agricultural Mobile Plant (Equipment) Operator,3388,,N
2023,"2021-734102",Logging Plant Operator,3389,,N
2023,"2021-734201",Earthmoving Plant Operator (General),3390,,N
2023,"2021-734202",Backhoe Operator,3391,,N
2023,"2021-734203",Bulldozer Operator,3392,,N
2023,"2021-734204",Excavator Operator,3393,,N
2023,"2021-734205",Grader Operator,3394,,N
2023,"2021-734206",Loader Operator,3395,,N
2023,"2021-734207",Mulcher Operator,3396,,N
2023,"2021-734208",Tunnelling Machine Operator,3397,,N
2023,"2021-734209",Mobile Explosives Manufacturing Unit (MEMU) Operator,3398,,N
2023,"2021-734210",Scraper Operator,3399,,N
2023,"2021-734211",Dragline Operator,3400,,N
2023,"2021-734212",Railway Track Master,3401,,N
2023,"2021-734213",Road Roller Operator,3402,,N
2023,"2021-734214",Dump Truck Operator,3403,,N
2023,"2021-734301",Crane or Hoist Operator,3404,,N
2023,"2021-734302",Cable Ferry Operator,3405,,N
2023,"2021-734303",Dredge Operator,3406,,N
2023,"2021-734401",Lift Operator,3407,,N
2023,"2021-734402",Forklift Driver,3408,,N
2023,"2021-734403",Straddle Carrier Operator,3409,,N
2023,"2021-735101",Deck Hand,3410,,N
2023,"2021-735102",Jetty Operator,3411,,N
2023,"2021-811101",Domestic Cleaner,3412,,N
2023,"2021-811201",Commercial Cleaner,3413,,N
2023,"2021-811202",Healthcare Cleaner,3414,,N
2023,"2021-811203",Tea Attendant,3415,,N
2023,"2021-811204",Caretaker / cleaner,3416,,N
2023,"2021-812101",Laundry Worker (General),3417,,N
2023,"2021-812103",Ironer or Presser,3418,,N
2023,"2021-812104",Carpet Cleaner,3419,,N
2023,"2021-812201",Vehicle Detailer (Valet Servicer),3420,,N
2023,"2021-812301",Window Cleaner,3421,,N
2023,"2021-812901",Septic Tank Cleaner,3422,,N
2023,"2021-812902",Swimming Pool Cleaner,3423,,N
2023,"2021-812903",Washroom Attendant,3424,,N
2023,"2021-812904",Sterilisation Technician,3425,,N
2023,"2021-821101",Crop Production Farm Worker / Assistant,3426,,N
2023,"2021-821102",Irrigationist,3427,,N
2023,"2021-821103",Scout,3428,,N
2023,"2021-821104",Harvester / Picker,3429,,N
2023,"2021-821105",Pruner,3430,,N
2023,"2021-821201",Livestock Farm Worker / Assistant,3431,,N
2023,"2021-821202",Insect Farm Worker / Assistant,3432,,N
2023,"2021-821203",Game Farm Worker / Assistant,3433,,N
2023,"2021-821204","Poultry, Ratites or Avian Farm Worker / Assistant",3434,,N
2023,"2021-821205",Wool Handler,3435,,N
2023,"2021-821301",Mixed Crop and Livestock Farm Worker / Assistant,3436,,N
2023,"2021-821401",Garden Workers,3437,,N
2023,"2021-821402",Ornamental Horticultural or Nursery Assistant,3438,,N
2023,"2021-821403",Indoor Plant Worker,3439,,N
2023,"2021-821501",Forestry Worker,3440,,N
2023,"2021-821502",Logging Assistant,3441,,N
2023,"2021-821601",Fishing Hand,3442,,N
2023,"2021-821602",Aquaculture Farm Worker / Assistant,3443,,N
2023,"2021-831101",Mining Worker ,3444,,N
2023,"2021-831102",Driller's Assistant,3445,,N
2023,"2021-831103",Mineral Beneficiation Plant Worker,3446,,N
2023,"2021-831104",Mining Spotter Controller,3447,,N
2023,"2021-831301",Builder's Worker,3448,,N
2023,"2021-831302","Drainage, Sewerage and Storm Water Worker",3449,,N
2023,"2021-831303",Earthmoving Worker,3450,,N
2023,"2021-831304",Plumber's Assistant,3451,,N
2023,"2021-831305",Cement and Concrete Plant Worker,3452,,N
2023,"2021-831306",Paving and Surfacing Worker,3453,,N
2023,"2021-831307",Railway Track Worker,3454,,N
2023,"2021-831308",Crane Chaser,3455,,N
2023,"2021-831309",Lagger,3456,,N
2023,"2021-831310",Surveyor's Assistant,3457,,N
2023,"2021-831311",Fencer,3458,,N
2023,"2021-831312",Sign Erector,3459,,N
