"AD_Org_ID[Name]","ZZSkillsProgrammeCode","ZZSkillsProgrammeTitle","ZZNqfLevel","ZZCredits","Registrationstartdate","Registrationenddate","ZZQualityAssuranceBody","ZZSkillsProgrammeType","ZZQualification_ID[ZZSaqaQualificationCode]","ZZAETLevel","ZZMinimumElectiveCredits","ZZSkillsProgrammeGrantType","ZZIsOHS","IsActive","ZZMigrationCode/K","ZZMigrateValues",_LOG_
*,"49091",National Certificate in Furniture Making Wood,"2",125,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,Leads to a Qualification,"49091",,0,,N,Y,215,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001107Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001107Name=null] / "
*,"49044","National Certificate in Mineral Processing, Gold Extraction","3",124,2007-10-30 00:00:00.000,2010-10-30 00:00:00.000,,Leads to a Qualification,"49044",,0,,N,Y,216,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001108Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001108Name=null] / "
*,"57121",National Certificate in rock breaking (quarrying),"3",120,2006-12-11 00:00:00.000,2009-12-11 00:00:00.000,,Leads to a Qualification,"57121",,0,,N,Y,217,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001109Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001109Name=null] / "
*,"50082",Further Education and Training Certificate in  Minerals Surveying,"4",148,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"50082",,0,,N,Y,218,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:528,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001110Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001110Name=null] / "
*,"23656",Further Education and Training Certificate in Management,"4",140,2006-03-14 00:00:00.000,2009-03-14 00:00:00.000,,Leads to a Qualification,"23656",,0,,N,Y,219,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001111Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001111Name=null] / "
*,"58274",Further Education and Training Certificate in Jewellery Setting Processes,"4",146,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"58274",,0,,N,Y,220,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001112Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001112Name=null] / "
*,"22859",National Certificate in Autotronics,"3",140,2006-11-07 00:00:00.000,2009-11-07 00:00:00.000,,Leads to a Qualification,"22859",,0,,N,Y,221,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001113Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001113Name=null] / "
*,"57692",Further Education and Training Certificate: Carbonate Materials Manufacturing Processes,"4",159,2006-11-16 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57692",,0,,N,Y,222,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1444,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001114Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001114Name=null] / "
*,"57875",Further Education and Training Certificate: Jewellery Designing,"4",146,2007-02-08 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"57875",,0,,N,Y,223,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001115Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001115Name=null] / "
*,"58270",Further Education and Training Certificate: Electro-Mechanics,"4",171,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60295",,0,,N,Y,224,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001116Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001116Name=null] / "
*,"58288",National Certificate: Electro-Mechanics,"3",141,2007-05-02 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60294",,0,,N,Y,225,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001117Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001117Name=null] / "
*,"58721",Further Education and Training Certificate in Engineering Fabrication,"4",141,2007-08-16 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"60292",,0,,N,Y,226,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:192,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001118Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001118Name=null] / "
*,"20907",National Certificate in Customer Management,"4",120,2005-09-13 00:00:00.000,2008-09-13 00:00:00.000,,Leads to a Qualification,"20907",,0,,N,Y,227,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001119Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001119Name=null] / "
*,"59305",National Certificate Mineral Processing,"2",129,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"59305",,0,,N,Y,228,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001120Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001120Name=null] / "
*,"23953 ",Further Education and Training Certificate: New Venture Creation (SMME) ,"4",162,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Leads to a Qualification,"23953 ",,0,,N,Y,229,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001121Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001121Name=null] / "
*,"23630",National Certificate Plater/Boilermaker ,"3",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23630",,0,,N,Y,230,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1074,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001122Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001122Name=null] / "
*,"23631",National Certificate Plater/Welder ,"3",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23631",,0,,N,Y,231,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1070,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001123Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001123Name=null] / "
*,"23633",National Certificate: Millwright,"4",0,2007-01-01 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"23633",,0,,N,Y,232,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1167,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001124Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001124Name=null] / "
*,"23655",Natioanl Certificate: Business Administration Services,"3",120,2006-05-02 00:00:00.000,2009-05-02 00:00:00.000,,Leads to a Qualification,"23655",,0,,N,Y,233,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001125Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001125Name=null] / "
*,"57962",Carbonate Materials Manufacturing Process (Cement Manufacturing) L4,"4",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,,,0,,N,Y,234,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001126Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001126Name=null] / "
*,"48873",Occupationally Directed Education and Training Practices,"5",125,2004-06-09 00:00:00.000,2007-06-09 00:00:00.000,,Leads to a Qualification,"48873",,0,,N,Y,235,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001127Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001127Name=null] / "
*,"35928",National Certificate: Business Administration,"4",140,2007-01-23 00:00:00.000,2010-01-23 00:00:00.000,,Leads to a Qualification,"35928",,0,,N,Y,236,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001128Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001128Name=null] / "
*,"16Q1600616",Lump ore Beneficiation: Diamonds  (version2),"2",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"16Q1600616",,0,,N,Y,237,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001129Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001129Name=null] / "
*,"62796",Further Education and Taining CertificateL Strata Control Operations,"4",165,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"62796",,0,,N,Y,238,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:57,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001130Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001130Name=null] / "
*,"64249",Further Education and Training Certificate: Diamond and Evaluation,"4",164,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64249",,0,,N,Y,239,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001131Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001131Name=null] / "
*,"49648",National Certificate: New Venture Creation (SMME),"2",138,2008-05-13 00:00:00.000,2011-05-13 00:00:00.000,,Leads to a Qualification,"49648",,0,,N,Y,240,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001132Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001132Name=null] / "
*,"64189",National Certificate: Metals Production,"2",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65190",,0,,N,Y,241,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001133Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001133Name=null] / "
*,"64190",National Certificate: Metals Production,"3",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65192",,0,,N,Y,242,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001134Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001134Name=null] / "
*,"64209",Further Education and Training Certificate: Metals Production,"4",140,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65194",,0,,N,Y,243,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1073,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001135Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001135Name=null] / "
*,"62869",National Certificate: Rockbreaking: Surface Excavations,,141,2018-07-01 00:00:00.000,2024-06-30 00:00:00.000,,Leads to a Qualification,"62869",,0,,N,Y,244,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001136Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001136Name=null] / "
*,"64309",General Education and Training Certificate: Adult Basic Education and Training,"1",120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,Leads to a Qualification,"64309",,0,,N,Y,245,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001137Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001137Name=null] / "
*,"64149","National Certificate: Occupational Health, Safety and Environment","2",120,2008-11-26 00:00:00.000,2011-11-26 00:00:00.000,,Leads to a Qualification,"74292",,0,,N,Y,246,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001138Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001138Name=null] / "
*,"64909",National Certificate: Small Scale Mining,"2",143,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64909",,0,,N,Y,247,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001139Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001139Name=null] / "
*,"64729",Further Education and Training Certificate: Diamond Processing,"4",161,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64729",,0,,N,Y,248,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1117,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001140Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001140Name=null] / "
*,"63789",National Certificate: Electrical Engineering,"2",140,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"67429",,0,,N,Y,249,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001141Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001141Name=null] / "
*,"64849",Further Education and Training Certificate: Automotive Repair and Maintenance,"4",159,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,Leads to a Qualification,"78545",,0,,N,Y,250,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001142Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001142Name=null] / "
*,"63790",National Certificate: Electrical Engineering,"3",133,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,Leads to a Qualification,"72071",,0,,N,Y,251,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001143Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001143Name=null] / "
*,"63889",Further Education and Training Certificate: Electrical Engineering,"4",130,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"72069",,0,,N,Y,252,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1165,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001144Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001144Name=null] / "
*,"64810",National Certificate: Automotive Repair and Maintenance,"2",125,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64810",,0,,N,Y,253,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1098,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001145Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001145Name=null] / "
*,"64809",National Certificate: Automotive Repair and Maintenance,"3",135,2009-02-18 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"64809",,0,,N,Y,254,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1098,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001146Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001146Name=null] / "
*,"64789",National Diploma: Automotive Repair and Maintenance,"5",144,2009-02-18 00:00:00.000,2012-02-18 00:00:00.000,,Leads to a Qualification,"64789",,0,,N,Y,255,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001147Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001147Name=null] / "
*,"65049",National CertificateL Jewellery manufacturing,"2",134,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65049",,0,,N,Y,256,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1259,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001148Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001148Name=null] / "
*,"65209",National Certificate: Jewellery Manufacturing,"3",137,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65209",,0,,N,Y,257,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1259,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001149Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001149Name=null] / "
*,"65549",National Certificate: Mining Technical Support,"3",138,2009-12-03 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"65549",,0,,N,Y,258,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:814,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001150Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001150Name=null] / "
*,"59729",National Certificate: Mechanical Handling (Rigging),"2",127,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63485",,0,,N,Y,259,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001151Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001151Name=null] / "
*,"59730",National Certificate: Mechanical Handling (Rigging),"3",121,2008-06-11 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63490",,0,,N,Y,260,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001152Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001152Name=null] / "
*,"59731",Further Education and Training Certificate: Mechanical Handling (Rigging),"4",136,2008-11-06 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"63494",,0,,N,Y,261,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1079,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001153Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001153Name=null] / "
*,"62769",National Certificate: Mineral Processing,,130,2008-08-20 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"62769",,0,,N,Y,262,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001154Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001154Name=null] / "
*,"60110",National Certificate: Engineering,"5",120,2008-08-20 00:00:00.000,2011-08-20 00:00:00.000,,Leads to a Qualification,"60110",,0,,N,Y,263,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001155Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001155Name=null] / "
*,"64949",National Certificate: Laboratory Practice,"2",120,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"73310",,0,,N,Y,264,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001156Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001156Name=null] / "
*,"64950",Further Education and Training Certificate: Laboratory Analysis,"4",140,2009-05-05 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"73312",,0,,N,Y,265,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001157Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001157Name=null] / "
*,"20159",NQF 5 NATIONAL DIPLOMA IN ABET PRACITICES,,240,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"20159",,0,,N,Y,266,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001158Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001158Name=null] / "
*,"48473",National Certificate in Electrical Engineering (Electrical Construction),,156,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"48473",,0,,N,Y,267,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001159Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001159Name=null] / "
*,"03",NATIONAL CERTIFICATE GENERAL SECURITY PRACTICES,"3",0,2007-01-01 00:00:00.000,2010-01-01 00:00:00.000,,Leads to a Qualification,"03",,0,,N,Y,268,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001160Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001160Name=null] / "
*,"74292","National Certificate: Occupational Health, Safety and Environment: Mining and Minerals","2",120,2008-11-26 00:00:00.000,2015-06-30 00:00:00.000,,Leads to a Qualification,"74292",,20,,N,Y,269,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001161Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001161Name=null] / "
*,MQA/SP/0111/09,Skills Programme: Primary Sample Preparation in an Analytical Laboratory ,,17,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,270,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:102,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001162Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001162Name=null] / "
*,MQA/SP/0012/09,Skills Programme: Separation of Precious Metals by means of the Fire Assay Technique,,22,2009-10-19 00:00:00.000,2013-06-19 00:00:00.000,,Standalone,,,0,,N,Y,271,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001163Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001163Name=null] / "
*,MQA/SP/0113/09,Skills Programme: Secondary Sample Preparation in an Analytical Laboratory,,15,2009-10-19 00:00:00.000,2024-07-30 23:59:59.000,,Standalone,,,0,,N,Y,272,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001164Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001164Name=null] / "
*,MQA/SP/0114/09,Skills Programme: Small Scale Mining: Quarrying,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,12,,N,Y,273,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001165Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001165Name=null] / "
*,MQA/SP/0115/09,"Skills Programme: Small Scale Mining: Safety, Health and Environment",,42,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,7,,N,Y,274,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001166Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001166Name=null] / "
*,MQA/SP/0116/09,Skills Programme: Small Scale Mining: Surface Mining,,47,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,15,,N,Y,275,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001167Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001167Name=null] / "
*,MQA/SP/0117/09,Skills Programme: Small Scale Mining: Underground Coal,,50,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,10,,N,Y,276,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001168Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001168Name=null] / "
*,MQA/SP/0118/09,Skills Programme: Small Scale Mining: Underground Hardrock,,45,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,N,Y,277,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:211,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001169Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001169Name=null] / "
*,MQA/SP/0119/09,Skills Programme: Operating Mobile Equipment for Surface Excavation Operations,,18,2009-11-25 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,6,,N,Y,278,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001170Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001170Name=null] / "
*,MQA/SP/0120/10,Skills Programme: Occupational Health and Safety activities for: Part Time/Workplace Representatives and Shop Stewards in the Mining and Minerals,,9,2018-07-01 00:00:00.000,2026-06-30 23:59:59.000,,Standalone,,,0,,Y,Y,279,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:316,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001171Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001171Name=null] / "
*,MQA/SP/0088/09 A,Skills Programme: Crushing (Version 2),,17,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,Standalone,,,0,,N,Y,280,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001172Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001172Name=null] / "
*,MQA/SP/0088/09 B,Skills Programme: Crushing (Version 2),,12,2015-07-01 00:00:00.000,2018-01-18 00:00:00.000,,Standalone,,,0,,N,Y,281,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1258,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001173Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001173Name=null] / "
*,MQA/SP/0123/10,Skills Programme: Intermediate Generic Management (Version 2),,42,2015-07-01 00:00:00.000,2016-07-19 15:45:40.643,,Standalone,,,0,,N,Y,282,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001174Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001174Name=null] / "
*,MQA/SP/0121/10,Skills Programme: Advanced Generic Management (Version 2),,57,2015-07-01 00:00:00.000,2016-07-19 16:05:56.450,,Standalone,,,0,,N,Y,283,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001175Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001175Name=null] / "
*,MQA/SP/0122/10,Skills Programme: Basic Generic Supervision (Version 2),,36,2015-07-01 00:00:00.000,2016-07-19 16:12:44.213,,Standalone,,,0,,N,Y,284,,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001176Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001176Name=null] / "
*,MQA/SP/0124/10,Skills Programme: The handling of explosives in mines,,7,2018-07-01 00:00:00.000,2025-06-30 23:59:59.000,,Standalone,,,3,,N,Y,285,ZZLkpOfoOccupation:ZZLkpOfoOccupation_id:1236,"<ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001177Name=null] / <ZZSkillsProgramme>: Inserted X_ZZSkillsProgramme[1001177Name=null] / "
