AD_Org_ID[Name],Value,Name,Description,IsActive
*,2021-315501,Airborne Electronics Analyst,606,Y
*,2021-315502,Airworthiness Surveyor,607,Y
*,2021-321101,Medical Diagnostic Radiographer,608,Y
*,2021-321102,Medical Radiation Therapist,609,Y
*,2021-321103,Nuclear Medicine Technologist,610,Y
*,2021-321104,Sonographer,611,Y
*,2021-321105,Anaesthetic Technician,612,Y
*,2021-321106,Cardiac Technician,613,Y
*,2021-321107,Operating Theatre Technician,614,Y
*,2021-321108,Audiometrist,615,Y
*,2021-321109,Dialysis Technician,616,Y
*,2021-321110,Neurophysiological Technician,617,Y
*,2021-321111,Renal Technician,618,Y
*,2021-321112,Intensive Care Technician,619,Y
*,2021-321113,Orthopaedic Technician,620,Y
*,2021-321114,Health Technical Support Officer,621,Y
*,2021-321115,Medical Electronic Equipment Operator,622,Y
*,2021-321116,Electroencephalographic Technician,623,Y
*,2021-321117,Radiation Laboratory Technician,624,Y
*,2021-321118,Orthotist or Prosthetist,625,Y
*,2021-321119,Pulmonology Clinical Technologist,626,Y
*,2021-321120,Reproductive Biology Clinical Technologist,627,Y
*,2021-321121,Cardiothoracic Perfusion Clinical Technologist,628,Y
*,2021-321122,Occupational Therapy Technician,629,Y
*,2021-321123,Orientation and Mobility Practitioner,630,Y
*,2021-321201,Medical Technician,631,Y
*,2021-321206,Medical Technologist,632,Y
*,2021-321301,Pharmacy Technician,633,Y
*,2021-321401,Clinical Dental Technician,634,Y
*,2021-321402,Dental Technician,635,Y
*,2021-321403,Dental Therapist,636,Y
*,2021-321405,Orthotic and Prosthetic Technician,637,Y
*,2021-321406,Dental Technologist,638,Y
*,2021-322101,Enrolled Nurse,639,Y
*,2021-322102,Mother Craft Nurse,640,Y
*,2021-322201,Assistant Midwife,641,Y
*,2021-323101,Indigenous Heath Worker (Inyanga),642,Y
*,2021-323102,Ancillary Health Care Worker,643,Y
*,2021-323105,Therapeutic Aromatherapist,644,Y
*,2021-323106,Therapeutic Reflexologist,645,Y
*,2021-324101,Veterinary Nurse,646,Y
*,2021-324102,Veterinary Technician,647,Y
*,2021-324103,Veterinary Technologist,648,Y
*,2021-325101,Dental Assistant,649,Y
*,2021-325102,Oral Hygienist,650,Y
*,2021-325201,Health Information Manager,651,Y
*,2021-325301,Health Promotion Practitioner,652,Y
*,2021-325401,Dispensing Optician,653,Y
*,2021-325501,Massage Therapist,654,Y
*,2021-325502,Hydrotherapist,655,Y
*,2021-325503,Electrotherapist,656,Y
*,2021-325504,Physiotherapy Technician,657,Y
*,2021-325601,Clinical Associate,658,Y
*,2021-325701,Environmental and Occupational Health Inspector,659,Y
*,2021-325702,Marine Safety Officer,660,Y
*,2021-325703,Agricultural / Horticultural Produce Inspector,661,Y
*,2021-325704,Aquaculture Produce Analyst,662,Y
*,2021-325705,Safety Inspector,663,Y
*,2021-325706,Ammunition Technician,664,Y
*,2021-325707,Mine Health and Safety Inspector,665,Y
*,2021-325708,Magazine Master,666,Y
*,2021-325801,Ambulance Officer,667,Y
*,2021-325802,Intensive Care Ambulance Paramedic / Ambulance Paramedic,668,Y
*,2021-325901,Chiropractor,669,Y
*,2021-325902,Osteopath,670,Y
*,2021-331101,Securities Dealer,671,Y
*,2021-331105,Asset Swap Administrator,672,Y
*,2021-331106,Financial Markets Settlement Officer,673,Y
*,2021-331201,Credit or Loans Officer,674,Y
*,2021-331204,False Worker,675,Y
*,2021-331205,Business Banker,676,Y
*,2021-331301,Bookkeeper,677,Y
*,2021-331302,Accounting Technician,678,Y
*,2021-331303,Tax Technician,679,Y
*,2021-331401,Statistical and Mathematical Assistant,680,Y
*,2021-331501,Valuer,681,Y
*,2021-331502,Insurance Investigator,682,Y
*,2021-331503,Insurance Loss Adjuster,683,Y
*,2021-331504,Insurance Risk Surveyor,684,Y
*,2021-331505,Vehicle Damage Quantifier,685,Y
*,2021-332101,Insurance Agent,686,Y
*,2021-332102,Insurance Broker,687,Y
*,2021-332201,Commercial Sales Representative,688,Y
*,2021-332202,Sales Representative (Building and Plumbing Supplies),689,Y
*,2021-332203,Sales Representative (Personal and Household Goods),690,Y
*,2021-332204,Commercial Services Sales Agent,691,Y
*,2021-332205,Manufacturers Representative,692,Y
*,2021-332206,Sales Representative (Photographic Equipment and Supplies),693,Y
*,2021-332207,Chemical Sales Representative,694,Y
*,2021-332208,Pharmacy Sales Assistant,695,Y
*,2021-332301,Retail Buyer,696,Y
*,2021-332302,Purchasing Officer,697,Y
*,2021-332401,Commodities Trader,698,Y
*,2021-332402,Finance Broker,699,Y
*,2021-333101,Clearing and Forwarding Agent,700,Y
*,2021-333201,Events Manager,701,Y
*,2021-333301,Recruitment Officer,702,Y
*,2021-333302,Labour Recruitment Consultant: Permanent Employment Agency (PEA),703,Y
*,2021-333303,Labour Recruitment Consultant: Temporary Employment Services (TES),704,Y
*,2021-333401,Property Manager,705,Y
*,2021-333402,Real Estate Agent,706,Y
*,2021-333404,Real Estate Sales Settlement Administrator,707,Y
*,2021-333405,Real Estate Agency Principal ,708,Y
*,2021-333406,Property Lease Administrator,709,Y
*,2021-333901,Auctioneer,710,Y
*,2021-333902,Special Services Contracting Agent,711,Y
*,2021-333903,Sales Representative (Business Services),712,Y
*,2021-333904,Business Broker,713,Y
*,2021-333905,Supply Chain Practitioner,714,Y
*,2021-333906,Stock and Station Agent,715,Y
*,2021-333907,Property Portfolio and Asset Manager,716,Y
*,2021-333908,Marketing Coordinator,717,Y
*,2021-333909,Bid Assistant,718,Y
*,2021-333910,Business Support Coordinator,719,Y
*,2021-333911,Physical Asset Practitioner,720,Y
*,2021-334101,Office Supervisor,721,Y
*,2021-334102,Office Administrator,722,Y
*,2021-334103,Call Centre Team Leader,723,Y
*,2021-334201,Legal Secretary,724,Y
*,2021-334301,Secretary Bargaining Council,725,Y
*,2021-334302,Personal Assistant,726,Y
*,2021-334401,Medical Secretary,727,Y
*,2021-335101,Customs Officer,728,Y
*,2021-335102,Immigration Officer,729,Y
*,2021-335201,Taxation Inspector,730,Y
*,2021-335301,Social Security Assessor,731,Y
*,2021-335401,Driving license examiner  ,732,Y
*,2021-335402,Import-export Administrator,733,Y
*,2021-335403,Passport Officer (Issuing),734,Y
*,2021-335404,Motor Vehicle Examiner,735,Y
*,2021-335501,Detective,736,Y
*,2021-335502,Crash Investigator ,737,Y
*,2021-335901,Labour Inspector,738,Y
*,2021-335902,Wage Inspector,739,Y
*,2021-335903,Refugee Status Determination Officer,740,Y
*,2021-335904,Pest Management Officer,741,Y
*,2021-335905,Water Allocation Officer,742,Y
*,2021-335906,Environmental Practices Inspector,743,Y
*,2021-335907,Weights and Measures Inspector,744,Y
*,2021-335908,Censorship Inspector,745,Y
*,2021-335909,Price Inspector,746,Y
*,2021-335910,Trade Mark Examiner,747,Y
*,2021-335911,Quarantine Officer,748,Y
*,2021-335912,Fisheries Officer,749,Y
*,2021-335913,Building Inspector,750,Y
*,2021-335914,Train Examiner,751,Y
*,2021-335915,Transport Operations Inspector,752,Y
*,2021-335916,Gaming Operations Compliance Officer,753,Y
*,2021-341101,Conveyancer,754,Y
*,2021-341102,Legal Executive,755,Y
*,2021-341103,Paralegal,756,Y
*,2021-341104,Clerk of Court,757,Y
*,2021-341105,Court Bailiff,758,Y
*,2021-341106,Court Orderly / Court Registry Officer,759,Y
*,2021-341107,Law Clerk,760,Y
*,2021-341108,Trust Officer,761,Y
*,2021-341109,Private Investigator,762,Y
*,2021-341110,Associate Legal Professional,763,Y
*,2021-341111,Debt Counsellor,764,Y
*,2021-341112,Labour Dispute Enforcement Agent,765,Y
*,2021-341201,Auxiliary Community Development Practitioner,766,Y
*,2021-341202,Disabilities Services Officer,767,Y
*,2021-341203,Social Auxiliary Worker,768,Y
*,2021-341204,Auxiliary Child and Youth Care Worker,769,Y
*,2021-341301,Religious Associate Professional,770,Y
*,2021-342101,Footballer,771,Y
*,2021-342102,Golfer,772,Y
*,2021-342103,Jockey,773,Y
*,2021-342104,Cricketer,774,Y
*,2021-342105,Athlete,775,Y
*,2021-342106,Boxer,776,Y
*,2021-342107,Cyclist,777,Y
*,2021-342108,Racing Driver,778,Y
*,2021-342109,Surfer,779,Y
*,2021-342110,Swimmer,780,Y
*,2021-342111,Tennis Player,781,Y
*,2021-342112,Wrestler,782,Y
*,2021-342113,Yachtsman,783,Y
*,2021-342114,Other Sportsperson,784,Y
*,2021-342201,Sports Development Officer,785,Y
*,2021-342202,Sports Umpire,786,Y
*,2021-342203,Sports Official,787,Y
*,2021-342204,Sports Coach or Instructor,788,Y
*,2021-342301,Fitness Instructor,789,Y
*,2021-342302,Outdoor Adventure Guide,790,Y
*,2021-342303,Caving Guide,791,Y
*,2021-343101,Photographer,792,Y
*,2021-343102,Air Observer,793,Y
*,2021-343201,Interior Designer,794,Y
*,2021-343202,Interior Decorator,795,Y
*,2021-343203,Visual Merchandiser,796,Y
*,2021-343204,Set Designer,797,Y
*,2021-343301,Gallery or Museum Technician,798,Y
*,2021-343302,Library Technician,799,Y
*,2021-343401,Chef,800,Y
*,2021-343901,Tattoo Artist,801,Y
*,2021-343902,Light Technician,802,Y
*,2021-343903,Stage Manager,803,Y
*,2021-343904,Theatrical Dresser,804,Y
*,2021-343905,Stunt Person,805,Y
*,2021-343906,Special Effects Person,806,Y
*,2021-343907,Continuity Person,807,Y
*,2021-343908,Film Technician,808,Y
*,2021-343909,Microphone Boom Operator,809,Y
*,2021-343910,Performing Arts Road Manager,810,Y
*,2021-351101,Computer Operator,811,Y
*,2021-351201,ICT Communications Assistant,812,Y
*,2021-351301,Computer Network Technician,813,Y
*,2021-351302,Geographic Information Systems Technicians,814,Y
*,2021-351303,Marine GIS Technician,815,Y
*,2021-351401,Web Technician,816,Y
*,2021-352101,Broadcast Transmitter Operator,817,Y
*,2021-352102,"Camera Operator (Film, Television or Video)",818,Y
*,2021-352103,Sound Technician,819,Y
*,2021-352104,Television Equipment Operator,820,Y
*,2021-352105,Radio Station Operator,821,Y
*,2021-352106,"Production Assistant (Film, Television or Radio)",822,Y
*,2021-352201,Telecommunications Technical Officer or Technologist,823,Y
*,2021-411101,General Clerk,824,Y
*,2021-411102,Back Office Process Consultant,825,Y
*,2021-411103,Parole Board Clerk,826,Y
*,2021-412101,Secretary (General),827,Y
*,2021-413101,Word Processing Operator,828,Y
*,2021-413102,Machine Shorthand Reporter,829,Y
*,2021-413201,Data Entry Operator,830,Y
*,2021-421101,Bank Teller,831,Y
*,2021-421102,Bank Worker,832,Y
*,2021-421103,Currency Exchange Officer,833,Y
*,2021-421104,Banknote Processor,834,Y
*,2021-421105,Postal Frontline Service Worker,835,Y
*,2021-421201,Bookmaker,836,Y
*,2021-421202,Gaming Worker,837,Y
*,2021-421203,Betting Agency Counter Clerk,838,Y
*,2021-421204,Bookmaker's Clerk,839,Y
*,2021-421205,Telephone Betting Clerk,840,Y
*,2021-421206,Bingo Caller,841,Y
*,2021-421207,Lotto Operator,842,Y
*,2021-421301,Pawnbrokers and Money-lenders,843,Y
*,2021-421401,Debt Collector,844,Y
*,2021-422101,Tourist Information Officer,845,Y
*,2021-422102,Travel Consultant,846,Y
*,2021-422201,Inbound Contact Centre Consultant,847,Y
*,2021-422202,Outbound Contact Centre Consultant,848,Y
*,2021-422203,Contact Centre Real Time Advisor,849,Y
*,2021-422204,Contact Centre Resource Planner,850,Y
*,2021-422205,Contact Centre Forecast Analyst,851,Y
*,2021-422206,Call or Contact Centre Agent,852,Y
*,2021-422301,Switchboard Operator,853,Y
*,2021-422401,Hotel or Motel Receptionist,854,Y
*,2021-422501,Enquiry Clerk,855,Y
*,2021-422601,Receptionist (General),856,Y
*,2021-422602,Medical Receptionist,857,Y
*,2021-422701,Survey Interviewer,858,Y
*,2021-422901,Admissions Clerk,859,Y
*,2021-422902,Ship's Purser,860,Y
*,2021-431101,Accounts Clerk,861,Y
*,2021-431102,Cost Clerk,862,Y
*,2021-431103,Taxation Clerk,863,Y
*,2021-431201,Insurance Administrator,864,Y
*,2021-431202,Securities Services Administrative Officer,865,Y
*,2021-431203,Statistical Clerk,866,Y
*,2021-431204,Insurance Claims Administrator,867,Y
*,2021-431301,Payroll Clerk,868,Y
*,2021-432101,Stock Clerk / Officer,869,Y
*,2021-432102,Dispatching and Receiving Clerk / Officer,870,Y
*,2021-432103,Order Clerk / Officer,871,Y
*,2021-432104,Warehouse Administrator / Clerk,872,Y
*,2021-432105,Lampman,873,Y
*,2021-432201,Production Coordinator,874,Y
*,2021-432301,Transport Clerk,875,Y
*,2021-441101,Library Assistant,876,Y
*,2021-441201,Courier,877,Y
*,2021-441202,Postal Delivery Officer,878,Y
*,2021-441203,Mail Clerk,879,Y
*,2021-441301,Coding Clerk,880,Y
*,2021-441302,Proof Reader,881,Y
*,2021-441401,Scribe,882,Y
*,2021-441501,Filing or Registry Clerk,883,Y
*,2021-441502,Office Machine Operator,884,Y
*,2021-441601,Human Resources Clerk,885,Y
*,2021-441602,Skills Development Administrator,886,Y
*,2021-441603,Compensation and Benefits Clerk,887,Y
*,2021-441604,Labour Relations Case Administrator,888,Y
*,2021-441605,Academic Administrative Officer,889,Y
*,2021-441901,Classified Advertising Clerk,890,Y
*,2021-441902,Contract Administrator,891,Y
*,2021-441903,Program or Project Administrators,892,Y
*,2021-441905,Account Clerk (Public Relations / Communication),893,Y
*,2021-511101,Flight Attendant,894,Y
*,2021-511102,Bus Hostess,895,Y
*,2021-511103,Marine Steward,896,Y
*,2021-511104,Railway Steward,897,Y
*,2021-511201,Transport Conductor,898,Y
*,2021-511301,Gallery or Museum Guide,899,Y
*,2021-511302,Tour Guide,900,Y
*,2021-512101,Cook,901,Y
*,2021-513101,Waiter,902,Y
*,2021-513102,Cafe Worker,903,Y
*,2021-513201,Bar Attendant,904,Y
*,2021-513202,Barista,905,Y
*,2021-514101,Hairdresser,906,Y
*,2021-514102,Hair or Beauty Salon Assistant,907,Y
*,2021-514201,Skin Care Therapist,908,Y
*,2021-514202,Slimming Therapist,909,Y
*,2021-514203,Hair Removal Technician,910,Y
*,2021-514204,Nail Technician,911,Y
*,2021-514205,Make Up Artist,912,Y
*,2021-514206,Weight Loss Consultant,913,Y
*,2021-514207,Somatologist,914,Y
*,2021-514208,Spa Therapist ,915,Y
*,2021-514209,Aesthetic Laser Therapist ,916,Y
*,2021-514210,Image consultant ,917,Y
*,2021-515101,Hotel Service Manager,918,Y
*,2021-515102,Housekeeping Service Manager,919,Y
*,2021-515103,Commercial Housekeeper,920,Y
*,2021-515104,Cleaning Practitioner,921,Y
*,2021-515201,Domestic Housekeeper,922,Y
*,2021-515202,Butler,923,Y
*,2021-515301,Caretaker,924,Y
*,2021-515302,"Amusement, Fitness or Sport Centre Attendant",925,Y
*,2021-516101,Astrologer,926,Y
*,2021-516201,Escort,927,Y
*,2021-516301,Funeral Director,928,Y
*,2021-516303,Embalmer,929,Y
*,2021-516305,Mortuary Technician / Assistant,930,Y
*,2021-516306,Crematorium Operator,931,Y
*,2021-516401,Animal Attendant / Groomer,932,Y
*,2021-516402,Animal Trainer,933,Y
*,2021-516403,Zookeeper,934,Y
*,2021-516404,Dog Walker,935,Y
*,2021-516501,Driving Instructor,936,Y
*,2021-516901,Refuge Worker,937,Y
*,2021-516902,Civil Celebrant,938,Y
*,2021-521101,Street Market Vendor,939,Y
*,2021-521201,Street Food Sales Person,940,Y
*,2021-521202,Cash Van Salesperson,941,Y
*,2021-522101,Antique Dealer,942,Y
*,2021-522102,Salon Manager,943,Y
*,2021-522201,Retail Supervisor,944,Y
*,2021-522301,Sales Assistant (General),945,Y
*,2021-522302,Motorised Vehicle or Caravan Salesperson,946,Y
*,2021-522303,Automotive Parts Salesperson,947,Y
*,2021-522304,ICT Sales Assistant,948,Y
*,2021-523101,Checkout Operator,949,Y
*,2021-523102,Office Cashier,950,Y
*,2021-523103,Ticket Seller,951,Y
*,2021-524101,Model,952,Y
*,2021-524102,Event Stylist,953,Y
*,2021-524201,Sales Demonstrator,954,Y
*,2021-524301,Door-to-door Salesperson,955,Y
*,2021-524401,Call Centre Salesperson,956,Y
*,2021-524501,Service Station Attendant,957,Y
*,2021-524601,Food Service Counter Attendant,958,Y
*,2021-524901,Materials Recycler,959,Y
*,2021-524902,Rental Salesperson,960,Y
*,2021-524903,Sales Clerk / Officer,961,Y
*,2021-524904,Energy Broker,962,Y
*,2021-531101,Child Care Worker,963,Y
*,2021-531102,Family Day Care Worker,964,Y
*,2021-531103,Nanny,965,Y
*,2021-531104,Out of School Hours Care Worker,966,Y
*,2021-531105,Child or Youth Residential Care Assistant,967,Y
*,2021-531106,Hostel Parent,968,Y
*,2021-531201,Teachers' Aide,969,Y
*,2021-531202,Pre-School Aide,970,Y
*,2021-531203,Integration Aide,971,Y
*,2021-532201,Residential Care Officer,972,Y
*,2021-532202,Aged or Disabled Carer,973,Y
*,2021-532203,Community Health Worker,974,Y
*,2021-532901,First Aid Attendant,975,Y
*,2021-532902,Hospital Orderly,976,Y
*,2021-532903,Nursing Support Worker,977,Y
*,2021-532904,Personal Care Assistant,978,Y
*,2021-532905,Therapy Aide,979,Y
*,2021-532906,Natural Remedy Consultant,980,Y
*,2021-541101,Fire Fighter,981,Y
*,2021-541102,Hazardous Materials Removal Workers,982,Y
*,2021-541201,Traffic Officer,983,Y
*,2021-541202, Non - commissioned Police Official,984,Y
*,2021-541203,Military Police Official,985,Y
*,2021-541301,Prison Officer,986,Y
*,2021-541401,Security Officer,987,Y
*,2021-541402,"Alarm, Security or Surveillance Monitor",988,Y
*,2021-541403,Retail Loss Prevention Officer,989,Y
*,2021-541404,Close protector,990,Y
*,2021-541501,Intelligence Operator,991,Y
*,2021-541901,Lifeguard,992,Y
*,2021-541902,Emergency Service and Rescue Official,993,Y
*,2021-541903,Parking Inspector,994,Y
*,2021-541904,Armoured Car Escort,995,Y
*,2021-541905,Crowd Controller,996,Y
*,2021-541906,Security Consultant,997,Y
*,2021-541907,Disaster Management Officer,998,Y
*,2021-542101,Naval Combat Operator,999,Y
*,2021-542102,Naval Combat Officer,1000,Y
*,2021-542201,Special Forces Manager,1001,Y
*,2021-542202,Special Forces Officer,1002,Y
*,2021-542203,Special Forces Operator,1003,Y
*,2021-542301,Infantry Soldier,1004,Y
*,2021-542302,Artillery Soldier,1005,Y
*,2021-542303,Air Defence Artillery Soldier,1006,Y
*,2021-542304,Armour Soldier,1007,Y
*,2021-542305,Engineer Soldier,1008,Y
*,2021-542306,Signal Soldier,1009,Y
*,2021-542401,Combat Medical Support Operator,1010,Y
*,2021-542501,Air Operations Officer,1011,Y
*,2021-611101,Agronomy Farmer,1012,Y
*,2021-611102,Field Vegetable Farmer,1013,Y
*,2021-611201,Arboriculture Farmer,1014,Y
*,2021-611202,Horticultural Farmer,1015,Y
*,2021-611301,Ornamental Horticultural Farmer,1016,Y
*,2021-611302,Landscape Contractor,1017,Y
*,2021-611303,Groundskeeper,1018,Y
*,2021-611304,Nurseryperson,1019,Y
*,2021-611306,Arboriculturist,1020,Y
*,2021-611401,Mixed Crop Farm Production Manager / Foreman,1021,Y
*,2021-612101,Livestock Farmer,1022,Y
*,2021-612102,Dairy Farmer,1023,Y
*,2021-612201,Poultry Farmer,1024,Y
*,2021-612202,Ratites Farmer,1025,Y
*,2021-612301,Insect Farmer,1026,Y
*,2021-612901,Avian Farmer,1027,Y
*,2021-612902,Game Farmer,1028,Y
*,2021-613101,Mixed Crop and Livestock Farmer,1029,Y
*,2021-631101,Subsistence Crop Farmer,1030,Y
*,2021-631201,Subsistence Livestock Farmer,1031,Y
*,2021-631301,Subsistence Mixed Crop and Livestock Farmers,1032,Y
*,2021-641101,House Builder,1033,Y
*,2021-641201,Bricklayer,1034,Y
*,2021-641301,Stonemason,1035,Y
*,2021-641302,Granite Cutter,1036,Y
*,2021-641303,Refractory Mason,1037,Y
*,2021-641401,Concreter,1038,Y
*,2021-641402,Fibre-cement Moulder,1039,Y
